module	type	key	value	encodedValue	source	line
com.xiaoji.egggame.common.winemu_core	string	tp_pause_3	3: SEVL+WFE模拟	MzogU0VWTCtXRkXmqKHmi58=	com.xiaoji.egggame.common.winemu_core/values-zh-rCN/strings.commonMain.cvr	113
com.xiaoji.egggame.common.winemu_core	string	tp_safe_falgs_desc	控制函数调用标志位处理方式	5o6n5Yi25Ye95pWw6LCD55So5qCH5b+X5L2N5aSE55CG5pa55byP	com.xiaoji.egggame.common.winemu_core/values-zh-rCN/strings.commonMain.cvr	114
com.xiaoji.egggame.common.winemu_core	string	tp_safe_falgs_title	SafeFlags (安全标志处理)	U2FmZUZsYWdzICjlronlhajmoIflv5flpITnkIYp	com.xiaoji.egggame.common.winemu_core/values-zh-rCN/strings.commonMain.cvr	115
com.xiaoji.egggame.common.winemu_core	string	tp_safe_flags_0	0: 不处理标志位 (最快)	MDog5LiN5aSE55CG5qCH5b+X5L2NICjmnIDlv6sp	com.xiaoji.egggame.common.winemu_core/values-zh-rCN/strings.commonMain.cvr	116
com.xiaoji.egggame.common.winemu_core	string	tp_safe_flags_1	1: 平衡处理 [默认]	MTog5bmz6KGh5aSE55CGIFvpu5jorqRd	com.xiaoji.egggame.common.winemu_core/values-zh-rCN/strings.commonMain.cvr	117
com.xiaoji.egggame.common.winemu_core	string	tp_safe_flags_2	2: 完整处理 (最安全)	Mjog5a6M5pW05aSE55CGICjmnIDlronlhagp	com.xiaoji.egggame.common.winemu_core/values-zh-rCN/strings.commonMain.cvr	118
com.xiaoji.egggame.common.winemu_core	string	tp_smc_checks_full	full: 每次验证(慢)	ZnVsbDog5q+P5qyh6aqM6K+BKOaFoik=	com.xiaoji.egggame.common.winemu_core/values-zh-rCN/strings.commonMain.cvr	119
com.xiaoji.egggame.common.winemu_core	string	tp_smc_checks_mtrack	mtrack: 页面跟踪 [默认]	bXRyYWNrOiDpobXpnaLot5/ouKogW+m7mOiupF0=	com.xiaoji.egggame.common.winemu_core/values-zh-rCN/strings.commonMain.cvr	120
com.xiaoji.egggame.common.winemu_core	string	tp_smc_checks_none	none: 无检查	bm9uZTog5peg5qOA5p+l	com.xiaoji.egggame.common.winemu_core/values-zh-rCN/strings.commonMain.cvr	121
com.xiaoji.egggame.common.winemu_core	string	tp_strong_mem_0	0: 无特殊处理 [默认]	MDog5peg54m55q6K5aSE55CGIFvpu5jorqRd	com.xiaoji.egggame.common.winemu_core/values-zh-rCN/strings.commonMain.cvr	122
com.xiaoji.egggame.common.winemu_core	string	tp_strong_mem_1	1: 基础内存屏障	MTog5Z+656GA5YaF5a2Y5bGP6Zqc	com.xiaoji.egggame.common.winemu_core/values-zh-rCN/strings.commonMain.cvr	123
com.xiaoji.egggame.common.winemu_core	string	tp_strong_mem_2	2: 增加SIMD屏障	Mjog5aKe5YqgU0lNROWxj+manA==	com.xiaoji.egggame.common.winemu_core/values-zh-rCN/strings.commonMain.cvr	124
com.xiaoji.egggame.common.winemu_core	string	tp_strong_mem_3	3: 最强屏障	Mzog5pyA5by65bGP6Zqc	com.xiaoji.egggame.common.winemu_core/values-zh-rCN/strings.commonMain.cvr	125
com.xiaoji.egggame.common.winemu_core	string	tp_strong_mem_desc	x86内存模型模拟强度	eDg25YaF5a2Y5qih5Z6L5qih5ouf5by65bqm	com.xiaoji.egggame.common.winemu_core/values-zh-rCN/strings.commonMain.cvr	126
com.xiaoji.egggame.common.winemu_core	string	tp_strong_mem_title	StrongMem (强内存模型)	U3Ryb25nTWVtICjlvLrlhoXlrZjmqKHlnosp	com.xiaoji.egggame.common.winemu_core/values-zh-rCN/strings.commonMain.cvr	127
com.xiaoji.egggame.common.winemu_core	string	tp_wait_0	0: 不等待，用解释器	MDog5LiN562J5b6F77yM55So6Kej6YeK5Zmo	com.xiaoji.egggame.common.winemu_core/values-zh-rCN/strings.commonMain.cvr	128
com.xiaoji.egggame.common.winemu_core	string	tp_wait_1	1: 等待完成 [默认]	MTog562J5b6F5a6M5oiQIFvpu5jorqRd	com.xiaoji.egggame.common.winemu_core/values-zh-rCN/strings.commonMain.cvr	129
com.xiaoji.egggame.common.winemu_core	string	tp_weak_barrier_0	0: 常规屏障	MDog5bi46KeE5bGP6Zqc	com.xiaoji.egggame.common.winemu_core/values-zh-rCN/strings.commonMain.cvr	130
com.xiaoji.egggame.common.winemu_core	string	tp_weak_barrier_1	1: 弱屏障优化 [默认]	MTog5byx5bGP6Zqc5LyY5YyWIFvpu5jorqRd	com.xiaoji.egggame.common.winemu_core/values-zh-rCN/strings.commonMain.cvr	131
com.xiaoji.egggame.common.winemu_core	string	tp_weak_barrier_2	2: 禁用写屏障	Mjog56aB55So5YaZ5bGP6Zqc	com.xiaoji.egggame.common.winemu_core/values-zh-rCN/strings.commonMain.cvr	132
com.xiaoji.egggame.common.winemu_core	string	tp_x87_double_0	0: 智能精度 [默认]	MDog5pm66IO957K+5bqmIFvpu5jorqRd	com.xiaoji.egggame.common.winemu_core/values-zh-rCN/strings.commonMain.cvr	133
com.xiaoji.egggame.common.winemu_core	string	tp_x87_double_1	1: 强制双精度	MTog5by65Yi25Y+M57K+5bqm	com.xiaoji.egggame.common.winemu_core/values-zh-rCN/strings.commonMain.cvr	134
com.xiaoji.egggame.common.winemu_core	string	validator_error_container_name_empty	容器名称不能为空	5a655Zmo5ZCN56ew5LiN6IO95Li656m6	com.xiaoji.egggame.common.winemu_core/values-zh-rCN/strings.commonMain.cvr	135
com.xiaoji.egggame.common.winemu_core	string	validator_error_file_path_empty	%1$s路径不能为空	JTEkc+i3r+W+hOS4jeiDveS4uuepug==	com.xiaoji.egggame.common.winemu_core/values-zh-rCN/strings.commonMain.cvr	136
com.xiaoji.egggame.common.winemu_core	string	validator_error_game_id_empty	gameId不能为空	Z2FtZUlk5LiN6IO95Li656m6	com.xiaoji.egggame.common.winemu_core/values-zh-rCN/strings.commonMain.cvr	137
com.xiaoji.egggame.common.winemu_core	string	validator_error_invalid_exe_path	无效的exe路径: %1$s	5peg5pWI55qEZXhl6Lev5b6EOiAlMSRz	com.xiaoji.egggame.common.winemu_core/values-zh-rCN/strings.commonMain.cvr	138
com.xiaoji.egggame.common.winemu_core	string	winemu_container_state_check	检查容器安装状态	5qOA5p+l5a655Zmo5a6J6KOF54q25oCB	com.xiaoji.egggame.common.winemu_core/values-zh-rCN/strings.commonMain.cvr	139
com.xiaoji.egggame.common.winemu_core	string	winemu_custom	自定义	6Ieq5a6a5LmJ	com.xiaoji.egggame.common.winemu_core/values-zh-rCN/strings.commonMain.cvr	140
com.xiaoji.egggame.common.winemu_core	string	winemu_download_fail_tips	下载失败	5LiL6L295aSx6LSl	com.xiaoji.egggame.common.winemu_core/values-zh-rCN/strings.commonMain.cvr	141
com.xiaoji.egggame.common.winemu_core	string	winemu_game_preset	游戏预设	5ri45oiP6aKE6K6+	com.xiaoji.egggame.common.winemu_core/values-zh-rCN/strings.commonMain.cvr	142
com.xiaoji.egggame.common.winemu_core	string	winemu_imagefs_installation	正在安装固件	5q2j5Zyo5a6J6KOF5Zu65Lu2	com.xiaoji.egggame.common.winemu_core/values-zh-rCN/strings.commonMain.cvr	143
com.xiaoji.egggame.common.winemu_core	string	winemu_language_auto	自动	6Ieq5Yqo	com.xiaoji.egggame.common.winemu_core/values-zh-rCN/strings.commonMain.cvr	144
com.xiaoji.egggame.common.winemu_core	string	winemu_setting_v_fastest	最快	5pyA5b+r	com.xiaoji.egggame.common.winemu_core/values-zh-rCN/strings.commonMain.cvr	145
com.xiaoji.egggame.common.winemu_core	string	winemu_setting_v_fast	快	5b+r	com.xiaoji.egggame.common.winemu_core/values-zh-rCN/strings.commonMain.cvr	146
com.xiaoji.egggame.common.winemu_core	string	winemu_setting_v_normal	一般	5LiA6Iis	com.xiaoji.egggame.common.winemu_core/values-zh-rCN/strings.commonMain.cvr	147
com.xiaoji.egggame.common.winemu_core	string	winemu_setting_v_slowest	最慢	5pyA5oWi	com.xiaoji.egggame.common.winemu_core/values-zh-rCN/strings.commonMain.cvr	148
com.xiaoji.egggame.common.winemu_core	string	winemu_setting_v_slow	慢	5oWi	com.xiaoji.egggame.common.winemu_core/values-zh-rCN/strings.commonMain.cvr	149
com.xiaoji.egggame.common.winemu_core	string	winemu_setup_all_complete	全部完成	5YWo6YOo5a6M5oiQ	com.xiaoji.egggame.common.winemu_core/values-zh-rCN/strings.commonMain.cvr	150
com.xiaoji.egggame.common.winemu_core	string	winemu_setup_applying_game_settings	正在应用推荐游戏设置…	5q2j5Zyo5bqU55So5o6o6I2Q5ri45oiP6K6+572u4oCm	com.xiaoji.egggame.common.winemu_core/values-zh-rCN/strings.commonMain.cvr	151
com.xiaoji.egggame.common.winemu_core	string	winemu_setup_cancelled	安装已取消	5a6J6KOF5bey5Y+W5raI	com.xiaoji.egggame.common.winemu_core/values-zh-rCN/strings.commonMain.cvr	152
com.xiaoji.egggame.common.winemu_core	string	winemu_setup_cannot_add_tasks_while_running	运行中无法添加任务	6L+Q6KGM5Lit5peg5rOV5re75Yqg5Lu75Yqh	com.xiaoji.egggame.common.winemu_core/values-zh-rCN/strings.commonMain.cvr	153
com.xiaoji.egggame.common.winemu_core	string	winemu_setup_cannot_clear_while_running	运行中无法清空任务	6L+Q6KGM5Lit5peg5rOV5riF56m65Lu75Yqh	com.xiaoji.egggame.common.winemu_core/values-zh-rCN/strings.commonMain.cvr	154
com.xiaoji.egggame.common.winemu_core	string	winemu_setup_check_common_component	检查通用组件	5qOA5p+l6YCa55So57uE5Lu2	com.xiaoji.egggame.common.winemu_core/values-zh-rCN/strings.commonMain.cvr	155
com.xiaoji.egggame.common.winemu_core	string	winemu_setup_check_dep_component_state_tips	检查组件是否需要安装	5qOA5p+l57uE5Lu25piv5ZCm6ZyA6KaB5a6J6KOF	com.xiaoji.egggame.common.winemu_core/values-zh-rCN/strings.commonMain.cvr	156
com.xiaoji.egggame.common.winemu_core	string	winemu_setup_check_steam_client	检查 Steam 客户端	5qOA5p+lIFN0ZWFtIOWuouaIt+errw==	com.xiaoji.egggame.common.winemu_core/values-zh-rCN/strings.commonMain.cvr	157
com.xiaoji.egggame.common.winemu_core	string	winemu_setup_check_steam_component	检查 Steam 组件	5qOA5p+lIFN0ZWFtIOe7hOS7tg==	com.xiaoji.egggame.common.winemu_core/values-zh-rCN/strings.commonMain.cvr	158
com.xiaoji.egggame.common.winemu_core	string	winemu_setup_check_virtual_container	正在检查虚拟容器…	5q2j5Zyo5qOA5p+l6Jma5ouf5a655Zmo4oCm	com.xiaoji.egggame.common.winemu_core/values-zh-rCN/strings.commonMain.cvr	159
com.xiaoji.egggame.common.winemu_core	string	winemu_setup_download_complete_tips	下载完成	5LiL6L295a6M5oiQ	com.xiaoji.egggame.common.winemu_core/values-zh-rCN/strings.commonMain.cvr	160
com.xiaoji.egggame.common.winemu_core	string	winemu_setup_downloading_info	正在下载 %1$s	5q2j5Zyo5LiL6L29ICUxJHM=	com.xiaoji.egggame.common.winemu_core/values-zh-rCN/strings.commonMain.cvr	161
com.xiaoji.egggame.common.winemu_core	string	winemu_setup_downloading_tips	下载中	5LiL6L295Lit	com.xiaoji.egggame.common.winemu_core/values-zh-rCN/strings.commonMain.cvr	162
com.xiaoji.egggame.common.winemu_core	string	winemu_setup_failed	安装失败	5a6J6KOF5aSx6LSl	com.xiaoji.egggame.common.winemu_core/values-zh-rCN/strings.commonMain.cvr	163
com.xiaoji.egggame.common.winemu_core	string	winemu_setup_game_settings_applied	已应用游戏设置	5bey5bqU55So5ri45oiP6K6+572u	com.xiaoji.egggame.common.winemu_core/values-zh-rCN/strings.commonMain.cvr	164
com.xiaoji.egggame.common.winemu_core	string	winemu_setup_install_component	安装 %1$s 组件	5a6J6KOFICUxJHMg57uE5Lu2	com.xiaoji.egggame.common.winemu_core/values-zh-rCN/strings.commonMain.cvr	165
com.xiaoji.egggame.common.winemu_core	string	winemu_setup_install_depcomponent_all_succ_tips	正在启动游戏…	5q2j5Zyo5ZCv5Yqo5ri45oiP4oCm	com.xiaoji.egggame.common.winemu_core/values-zh-rCN/strings.commonMain.cvr	166
com.xiaoji.egggame.common.winemu_core	string	winemu_setup_install_dep	正在安装组件…	5q2j5Zyo5a6J6KOF57uE5Lu24oCm	com.xiaoji.egggame.common.winemu_core/values-zh-rCN/strings.commonMain.cvr	167
com.xiaoji.egggame.common.winemu_core	string	winemu_setup_install_env_tips	正在检查环境和固件…	5q2j5Zyo5qOA5p+l546v5aKD5ZKM5Zu65Lu24oCm	com.xiaoji.egggame.common.winemu_core/values-zh-rCN/strings.commonMain.cvr	168
com.xiaoji.egggame.common.winemu_core	string	winemu_setup_task_failed_with_detail	任务“%1$s”失败：%2$s	5Lu75Yqh4oCcJTEkc+KAneWksei0pe+8miUyJHM=	com.xiaoji.egggame.common.winemu_core/values-zh-rCN/strings.commonMain.cvr	169
com.xiaoji.egggame.common.winemu_core	string	winemu_setup_task_failed	任务“%1$s”失败	5Lu75Yqh4oCcJTEkc+KAneWksei0pQ==	com.xiaoji.egggame.common.winemu_core/values-zh-rCN/strings.commonMain.cvr	170
com.xiaoji.egggame.common.winemu_core	string	winemu_setup_tasks_already_running	任务正在运行中	5Lu75Yqh5q2j5Zyo6L+Q6KGM5Lit	com.xiaoji.egggame.common.winemu_core/values-zh-rCN/strings.commonMain.cvr	171
com.xiaoji.egggame.common.winemu_core	string	winemu_setup_unexpected_error	发生异常：%1$s	5Y+R55Sf5byC5bi477yaJTEkcw==	com.xiaoji.egggame.common.winemu_core/values-zh-rCN/strings.commonMain.cvr	172
com.xiaoji.egggame.common.winemu_core	string	winemu_setup_unknown_error	未知错误	5pyq55+l6ZSZ6K+v	com.xiaoji.egggame.common.winemu_core/values-zh-rCN/strings.commonMain.cvr	173
com.xiaoji.egggame.common.winemu_core	string	winemu_uninstall_clear_download_files_failed	清理下载文件失败	5riF55CG5LiL6L295paH5Lu25aSx6LSl	com.xiaoji.egggame.common.winemu_core/values-zh-rCN/strings.commonMain.cvr	174
com.xiaoji.egggame.common.winemu_core	string	winemu_uninstall_clear_pc_emulator_core_failed	清理 PC 模拟器核心失败	5riF55CGIFBDIOaooeaLn+WZqOaguOW/g+Wksei0pQ==	com.xiaoji.egggame.common.winemu_core/values-zh-rCN/strings.commonMain.cvr	175
com.xiaoji.egggame.common.winemu_core	string	winemu_uninstall_remove_imagefs_failed	删除固件失败	5Yig6Zmk5Zu65Lu25aSx6LSl	com.xiaoji.egggame.common.winemu_core/values-zh-rCN/strings.commonMain.cvr	176
